phone_number,name,age,international_plan,voice_mail_plan,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
421-7205,Alexia,24,0,1,147,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,3,0
379-8805,Reena,26,0,0,94,0,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1,0
348-2150,Kaye,25,0,0,179,0,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0,0
417-9128,Ellan,30,0,0,116,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,0
351-4226,Cornelius,31,0,0,59,0,179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0,0
330-6630,Effie,26,0,0,165,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,0
387-9137,Steve,31,0,0,133,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,1
372-3987,Lois,25,0,0,140,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1,0
408-5183,Bradley,34,0,1,93,32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2,0
412-9357,Kim,31,0,1,52,38,169.3,88,28.78,225.9,97,19.2,172,86,7.74,8.2,3,2.21,0,0
402-3599,Arlinda,30,0,1,64,27,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,12.3,3,3.32,1,0
379-5211,Shenita,28,1,0,12,0,216.7,117,36.84,116.5,126,9.9,220,110,9.9,9.8,4,2.65,2,0
405-9217,Flossie,24,0,0,48,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6,8.3,4,2.24,2,0
340-9200,Carolina,35,0,0,181,0,143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6,7,1.62,1,0
339-9026,Tommy,36,0,1,168,42,97.4,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,2,0
343-4772,Bailey,32,0,0,155,0,181.4,111,30.84,167.7,92,14.25,168.5,122,7.58,11.3,3,3.05,3,0
345-2108,Gregorio,29,0,0,105,0,246.4,83,41.89,256.2,101,21.78,169,151,7.61,3.8,4,1.03,0,0
401-4650,Assunta,28,0,0,11,0,143.4,130,24.38,289.4,50,24.6,194,100,8.73,9.7,6,2.62,2,0
400-3945,Diana,28,0,0,182,0,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8,5,2.16,2,0
338-3781,Stormy,30,0,0,104,0,156.2,93,26.55,193,54,16.41,222.7,94,10.02,13.1,5,3.54,1,0
342-6316,Erlene,20,0,0,102,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12,4,3.24,0,0
336-5920,Collin,28,0,0,122,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0,0
332-1060,Julian,40,0,0,41,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1,0
418-3426,Terrell,21,0,0,132,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,0
408-6326,August,37,0,0,76,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,1
334-6142,Bok,26,0,0,13,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,0
336-6128,Dana,38,0,1,115,33,145,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2,0
406-6708,Anglea,20,0,0,67,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,0
388-8670,Lee,28,0,0,154,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,0
363-5853,Rosetta,35,0,0,100,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,0
383-6544,Loren,28,1,0,146,0,133,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,0
378-2940,Stella,27,0,1,148,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,0
338-7683,Patricia,29,0,1,67,28,95,94,16.15,291.2,73,24.75,159.6,114,7.18,10,2,2.7,2,0
329-2786,Jolie,31,1,0,161,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,1
369-9465,Delma,23,0,0,70,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0,0,0,1,0
337-3769,Janine,35,0,0,116,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,0
400-6257,Marcus,36,0,1,99,42,216,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,1
411-6663,Dia,24,0,0,87,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,0
384-3101,Latonya,35,0,0,87,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,0
339-5329,Enola,27,0,0,70,0,198.6,111,33.76,213.9,115,18.18,171.2,105,7.7,10.6,6,2.86,2,0
388-9944,Rima,36,0,0,131,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,0
403-1769,Ninfa,38,0,0,119,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10,1,2.7,2,0
390-1612,Estefana,21,0,1,119,32,142.6,77,24.24,208.2,126,17.7,171,102,7.69,12,2,3.24,3,0
421-7214,Hermina,40,1,0,87,0,134.2,80,22.81,165,71,14.03,173.1,102,7.79,10.7,5,2.89,0,0
338-6962,Huey,26,0,0,112,0,111.9,92,19.02,114,143,9.69,146.8,79,6.61,14.1,3,3.81,5,1
333-9826,Rosalia,20,0,0,75,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,0
411-8549,Glennie,30,0,0,150,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,0
381-9234,Quintin,24,0,1,161,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0,0
387-9855,Karisa,34,1,1,91,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,0
371-6990,Elisha,29,0,0,124,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,0
417-3046,Zella,28,1,0,94,0,243.2,109,41.34,147,88,12.5,94.9,99,4.27,7.2,4,1.94,4,0
385-7082,Bessie,28,0,0,217,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,0
365-5886,Daron,31,0,0,158,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,0
373-5196,Scott,36,0,0,102,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,0
327-6194,Jordan,34,0,0,85,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0,0
381-4565,Denny,40,0,0,79,0,147,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,0
357-9832,Rupert,40,0,1,139,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2,0
396-4845,Mila,30,0,0,103,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0,0
378-6772,Eldridge,35,1,0,98,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,0
353-4296,Murray,34,0,0,78,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2,0
362-8331,Emmie,22,0,0,50,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1,0
362-4685,Felice,30,0,0,161,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,0
383-1431,Yu,28,0,0,67,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7,3,1.89,0,0
332-2258,Alma,24,0,1,86,38,123,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,0
375-8304,Shizue,28,0,0,92,0,208,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,0
340-5580,Pamelia,40,0,0,174,0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1,0
362-1490,Carlotta,22,0,0,124,0,193,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1,0
336-4281,Jeff,34,0,1,132,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,0
361-1315,Dorcas,26,0,1,190,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,0
342-5906,Anisha,38,0,0,101,0,93.8,127,15.95,150,104,12.75,241.1,116,10.85,10.7,2,2.89,1,0
405-7904,Luis,37,1,1,185,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,0
349-4762,Nelda,39,0,1,68,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,0
385-3263,Venice,38,0,1,117,25,216,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0,0
405-9496,Sherika,27,0,0,118,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1,0
396-6775,Michell,27,0,0,124,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,0
393-6475,Louisa,29,0,0,22,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,0
379-7779,Kayleen,31,0,0,75,0,143.2,92,24.34,209.1,142,17.77,173,96,7.79,11.9,9,3.21,1,0
408-8650,Bennie,24,0,0,134,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5,9,1.35,1,0
400-3497,Mirella,31,0,1,164,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,0
407-9244,Nathanael,29,0,0,44,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,0
406-8809,Creola,30,0,0,177,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,0
358-1778,Zelma,35,0,0,110,0,162,81,27.54,247.5,89,21.04,155.5,99,7,8.9,8,2.4,0,0
337-4339,Dallas,23,0,1,53,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,0
344-7197,Lady,26,0,0,108,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,1
333-7631,Jimmie,40,0,0,80,0,322.3,113,54.79,222,95,18.87,162.8,123,7.33,6.7,8,1.81,0,1
372-6623,Anastasia,31,0,0,158,0,209.9,112,35.68,221.3,82,18.81,210,93,9.45,8.2,3,2.21,1,0
363-2602,Lovella,24,0,0,114,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0,0,0,0,0
387-7757,Glennis,24,0,1,64,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,0
397-5381,Chong,30,0,0,88,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,0
406-4604,Miguel,39,1,0,82,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,0
376-9513,Christel,37,0,0,111,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,0
360-1852,Roselia,26,0,0,60,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,0
421-7270,Jamal,32,0,0,113,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,0
371-9482,Carter,31,0,0,109,0,217,115,36.89,207,142,17.6,268,106,12.06,8.2,4,2.21,1,0
337-4101,Xenia,26,0,1,105,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,0
420-2796,Colin,32,0,0,85,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2,0
366-4225,Soila,35,0,0,131,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,0
398-4567,Gennie,25,0,0,59,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10,3,2.7,2,0
388-4571,Veta,26,0,0,148,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,0
360-8666,Mimi,37,0,0,210,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2,0
333-3704,Serena,20,0,0,115,0,245.2,105,41.68,159,109,13.52,229.9,74,10.35,7.2,8,1.94,0,0
383-2566,Eun,30,0,0,106,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6,3,1.62,1,0
406-5584,Mathew,39,0,0,93,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,0
344-4691,Magdalene,31,0,1,57,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13,2,3.51,1,0
347-9737,Angela,38,0,0,98,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,0
333-7961,Catheryn,40,0,0,157,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,0
364-2439,Sabra,23,0,1,116,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,0
411-8043,Ranae,22,0,0,30,0,162.3,96,27.59,244,122,20.74,180.1,89,8.1,9.1,4,2.46,2,0
332-5084,Miss,29,0,0,111,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,1
413-4831,Kasha,33,0,0,52,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,0
343-4806,Carol,26,0,0,72,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,0
401-8735,Sebrina,29,0,1,135,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,1
391-8626,Cathie,29,0,0,86,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,0
327-5817,Colette,22,0,1,98,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,0
381-4712,Regenia,20,0,0,151,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,0
335-3320,Albertine,39,0,0,118,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,0
415-8780,Lang,28,0,0,117,0,144.6,115,24.58,258.8,66,22,253.2,113,11.39,7.4,9,2,2,0
362-1146,Arla,37,0,0,55,0,189,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,0
352-7413,Micheal,27,0,0,82,0,101,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,0
387-6716,Benedict,33,0,0,152,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,0
352-1127,Chris,22,0,1,108,15,165.1,85,28.07,267,93,22.7,250.7,114,11.28,10.9,4,2.94,1,0
368-1288,Myriam,28,0,0,98,0,165,129,28.05,202.6,113,17.22,172.3,94,7.75,12.5,7,3.38,1,1
403-5279,Delois,32,0,0,130,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,0
397-9333,Phil,38,1,0,136,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,0
411-7353,Hillary,24,0,0,47,0,155.3,116,26.4,188.2,85,16,247,73,11.12,12.3,4,3.32,3,0
383-2537,Edmond,33,0,0,189,0,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,0
330-4419,Brittny,36,0,0,107,0,157.1,79,26.71,162.6,124,13.82,150,138,6.75,12.1,6,3.27,1,0
390-7930,Marla,34,0,0,91,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,1
362-5111,Preston,23,0,0,159,0,189.1,105,32.15,246.1,147,20.92,242,106,10.89,10.4,5,2.81,1,1
358-6796,Chan,25,0,1,11,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10,3,2.7,2,0
409-7494,Eloise,24,0,0,167,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,0
400-1636,Freddy,27,0,0,111,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,0
389-2747,Alena,36,0,1,99,19,87.7,103,14.91,223,86,18.96,182.3,112,8.2,7.3,4,1.97,2,0
415-2176,Katharina,33,0,1,159,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,0
377-8067,Roseanna,37,1,1,114,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,0
362-7835,Retha,30,0,0,71,0,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9,2,2.43,2,0
361-5225,Brinda,32,0,0,122,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,0
333-3447,Alex,26,0,1,100,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13,5,3.51,1,0
341-3044,Sharice,23,0,1,83,37,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,0
350-7306,Rueben,21,0,0,64,0,148.1,73,25.18,164.9,101,14.02,216,125,9.72,12.3,2,3.32,5,1
353-8849,Felica,27,0,0,105,0,206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9,3,2.43,1,0
402-3476,Ester,20,0,1,144,33,251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,2,0
338-6018,Deeann,28,1,1,106,26,270.3,111,45.95,215.2,90,18.29,254,133,11.43,14.4,7,3.89,1,1
409-3520,Dennis,26,0,1,19,34,156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1,0
357-1085,Blair,38,0,0,46,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1,0
353-3285,Awilda,33,0,0,127,0,220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,2,0
409-9885,Leslee,23,0,1,9,39,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,0
388-7701,Tangela,28,0,0,157,0,196,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,0
385-8184,Cristin,32,0,0,105,0,106.4,71,18.09,240.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,1
345-2863,Anne,26,0,1,105,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10,5,2.7,0,0
353-6300,Leeann,34,0,0,155,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,0
389-5649,Marisha,32,0,0,31,0,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,0
378-8137,Felicita,40,0,0,161,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4,5,1.08,1,0
340-4627,Hyman,38,0,1,95,32,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,0
352-6833,Rosy,22,0,0,122,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,0
420-2000,Janeth,39,1,0,37,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,0
368-5437,Augusta,35,0,0,132,0,193.3,106,32.86,128.3,94,10.91,162.1,119,7.29,11.6,4,3.13,5,1
418-8170,Alysia,31,0,1,119,24,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0,0
403-9417,Abram,31,0,0,16,0,209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1,0
330-6165,Dennis,37,0,0,99,0,95.4,105,16.22,207.2,101,17.61,136,117,6.12,5.6,5,1.51,1,0
412-4185,Marilee,22,0,1,76,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1,0
409-4734,Kathryne,20,0,0,167,0,131.6,120,22.37,211.3,96,17.96,168.3,97,7.57,11.1,4,3,4,1
348-9828,Sybil,20,0,0,129,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,0
418-8850,Blondell,35,0,0,116,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,0
330-8351,Susannah,20,1,0,60,0,183,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3,1,0
347-7773,Marisa,39,0,0,128,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,0
392-6841,Eryn,31,0,1,47,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,0
354-2189,Ernestine,22,1,0,40,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,0
349-9060,Nery,31,0,0,173,0,172.5,78,29.33,142.6,91,12.12,102,63,4.59,10.9,2,2.94,0,0
334-1311,Sharon,30,0,1,157,30,194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1,0
415-3120,Marylee,23,0,1,66,32,187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12,3,3.24,2,0
387-5891,Providencia,28,1,1,50,26,307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8,3,2.16,0,0
368-8026,Evita,23,0,0,72,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,0
332-9446,Elroy,24,0,0,130,0,154,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1,0
393-5284,Harrison,25,0,0,143,0,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1,0
376-1677,Glenn,22,1,0,89,0,125.6,108,21.35,213,90,18.11,181.7,108,8.18,5.4,5,1.46,1,0
392-2268,Kayleigh,40,0,0,108,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,0
396-4311,Toni,23,0,0,32,0,157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1,0
363-4005,Thersa,36,0,0,166,0,203.4,81,34.58,167.7,110,14.25,132,124,5.94,9.2,5,2.48,2,0
344-9966,Laine,40,0,0,109,0,222.2,113,37.77,218.5,122,18.57,266,88,11.97,10.9,5,2.94,1,0
337-7377,Antonina,25,0,1,72,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,0
373-7037,Tyrell,20,0,1,134,32,216.8,78,36.86,102.2,111,8.69,174,83,7.83,8.6,2,2.32,0,0
356-7580,Kimiko,24,0,0,13,0,193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,4,0
390-3401,Pauline,31,0,0,90,0,113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,3,0
350-9313,Yasmin,24,0,1,111,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,0
420-9009,Dudley,40,0,1,101,23,262.2,101,44.57,157,80,13.35,129.1,100,5.81,7.3,14,1.97,1,0
415-2641,Numbers,40,0,0,72,0,207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,0,0
392-4929,Carroll,26,0,1,67,35,245.4,89,41.72,148.2,102,12.6,274,136,12.33,7.5,6,2.03,1,0
346-5068,Jenniffer,34,0,0,172,0,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,1
389-2631,Ludie,26,0,1,154,32,192.3,82,32.69,165.3,134,14.05,205,74,9.23,9,1,2.43,2,0
368-3808,Arlena,31,0,0,69,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2,0
406-8599,Kris,24,0,0,123,0,211,92,35.87,217,102,18.45,214.8,104,9.67,9.8,7,2.65,3,0
386-7456,Joannie,23,0,1,130,12,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0,0
357-4936,Cody,27,0,1,142,26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,0
397-7411,Bernardine,38,0,0,29,0,157.4,122,26.76,145,75,12.33,281.8,92,12.68,9.3,2,2.51,1,0
353-6218,Jarrett,31,0,1,87,28,143.5,106,24.4,223.5,147,19,175.4,69,7.89,11.2,5,3.02,0,0
369-5942,Salena,40,0,0,149,0,156,56,26.52,56,116,4.76,163.3,104,7.35,8.9,8,2.4,0,0
416-8543,India,30,1,0,146,0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,0
358-4576,Erwin,39,1,0,88,0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4,1
352-5118,Traci,38,1,1,119,15,160,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,1
408-2621,Susie,39,0,0,48,0,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1,0
353-3994,Alaina,30,0,0,135,0,194.8,97,33.12,235.3,118,20,174.4,126,7.85,11,3,2.97,1,0
367-4277,Elvira,39,0,0,100,0,247.8,117,42.13,130,95,11.05,134.3,125,6.04,6.9,2,1.86,1,0
354-3237,Rhona,20,0,0,98,0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4,0
394-8504,Yi,36,0,1,75,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2,0
370-4139,Loyd,34,0,1,180,33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,0
382-6135,Nicky,35,0,1,100,25,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13,1,0
359-5718,Lino,40,0,1,119,35,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8,5,2.16,2,0
385-3111,Kimberlie,25,0,0,86,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,0
353-4880,Deena,35,0,1,155,39,183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1,0
343-7019,Tod,40,1,0,78,0,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,1,1
419-6133,Margie,34,0,0,153,0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,0
350-7344,Charline,39,0,1,92,25,134,112,22.78,206,111,17.51,180.6,118,8.13,9.7,4,2.62,0,0
397-6064,Britany,20,0,1,13,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2,0
363-6896,Myrtle,25,0,0,154,0,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,0
416-9021,Leesa,23,1,1,144,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,0
408-3269,Gabriel,23,0,0,48,0,275.2,67,46.78,180.2,108,15.32,159,110,7.15,7.9,2,2.13,1,0
408-9463,Concha,26,0,0,94,0,174,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,0
340-7062,Raphael,34,0,0,139,0,165,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1,0
417-4309,Scottie,27,0,0,126,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,0
